question,positive_node_id
দাদরোগ নিরাময়ে অ্যান্টিফাঙ্গাল ক্রিম কীভাবে কাজ করে?,72
দাদরোগ প্রতিরোধে ব্যক্তিগত পরিচ্ছন্নতার ভূমিকা কী?,72
দাদরোগে কোন antifungal cream ব্যবহার করা হয়?,72
দাদরোগের চিকিৎসা না করলে কী ধরনের জটিলতা হতে পারে?,72
দাদরোগের চিকিৎসায় কোন ধরনের ওষুধ ব্যবহার করা হয়?,72
দাদরোগের প্রতিকার ও চিকিৎসা লিখ।,72
বিশ্বে আনুমানিক কত প্রজাতির লাইকেন পাওয়া যায়?,73
লাইকেন কাকে বলে?,73
লাইকেন কী এবং এতে কোন দুটি জীব সহাবস্থান করে?,73
লাইকেন কীভাবে গঠিত হয়?,73
লাইকেন কোথায় কোথায় জন্মাতে পারে যেখানে অন্য জীব বাঁচতে পারে না?,73
লাইকেন পরিবেশ দূষণের সূচক হিসেবে কীভাবে কাজ করে?,73
লাইকেনে কোন দুটি জীবের সহাবস্থান থাকে?,73
লাইকেনে শৈবাল ও ছত্রাকের মধ্যে সম্পর্কটি কোন ধরনের — মিথোজীবিতা না পরজীবিতা?,73
লাইকেনের শৈবাল অংশকে কী বলা হয় এবং ছত্রাক অংশকে কী?,73
অন্য জীব যেখানে টিকে থাকতে পারে না সেখানে লাইকেন কেন জন্মাতে পারে?,74
মরুভূমি ও মেরু অঞ্চলে লাইকেনের অস্তিত্বের কারণ কী?,74
লাইকেন অত্যন্ত প্রতিকূল পরিবেশে বেঁচে থাকতে পারে — এর কারণ কী?,74
লাইকেন ও শৈবালের বাসস্থানে পার্থক্য কী?,74
লাইকেন কোথায় কোথায় জন্মায়?,74
"লাইকেন পাথর, গাছের বাকল ও মাটিতে কীভাবে বাঁচে?",74
লাইকেনকে cosmopolitan উদ্ভিদ বলা হয় কেন?,74
লাইকেনের বাসস্থান কোথায়?,74
লাইকেন দীর্ঘজীবী হওয়ার কারণ কী?,75
লাইকেন প্রাইমারি সাকসেশনে অগ্রণী ভূমিকা রাখে কীভাবে?,75
লাইকেন বায়ুদূষণের প্রতি সংবেদনশীল কেন গুরুত্বপূর্ণ?,75
লাইকেন শুষ্কতা সহ্য করতে পারে কীভাবে?,75
লাইকেনকে দ্বৈত সংগঠন বলা হয় কেন?,75
লাইকেনে যৌন জনন কার হয়?,75
লাইকেনের পুষ্টি সংগ্রহ পদ্ধতি কী?,75
লাইকেনের প্রধান বৈশিষ্ট্যগুলো কী কী?,75
লাইকেনের বৈশিষ্ট্য লিখ।,75
Helotism বলতে কী বোঝায়?,76
Photobiont ও mycobiont কী?,76
লাইকেনে কোন অংশ বেশি সুবিধা ভোগ করে?,76
লাইকেনে ছত্রাক কীভাবে শৈবালকে সুরক্ষা দেয়?,76
লাইকেনে শৈবাল ও ছত্রাক কীভাবে পরস্পরের উপকার করে?,76
লাইকেনে শৈবাল ও ছত্রাকের পারস্পরিক নির্ভরশীলতা বর্ণনা করো।,76
লাইকেনে শৈবাল ছত্রাককে কী দেয়?,76
লাইকেনের গঠনে ফটোবায়োন্ট ও মাইকোবায়োন্ট কী?,76
লাইকেনের থ্যালাস কীভাবে গঠিত হয়?,76
Ascolichen ও basidiolichen কী?,77
"Corticolous, terricolous ও saxicolous লাইকেন কী?",77
"Crustose, foliose ও fruticose লাইকেনের পার্থক্য কী?",77
"ক্রাস্টোস, ফলিওস ও ফ্রুটিকোস লাইকেনের মধ্যে পার্থক্য কী?",77
ফলিওস লাইকেনের বৈশিষ্ট্য কী এবং এটি কোথায় পাওয়া যায়?,77
ফ্রুটিকোস লাইকেন গাছের মতো দেখতে হয় কীভাবে?,77
লাইকেনকে আকৃতির ভিত্তিতে কয় ভাগে ভাগ করা যায়?,77
লাইকেনের রঙ বৈচিত্র্যের কারণ কী?,77
লাইকেনের শ্রেণিবিভাগ লিখ।,77
গনিডিয়াল স্তর (Gonidial layer) কী এবং এটি কোথায় থাকে?,78
মেডুলা কোন ধরনের হাইফি দিয়ে গঠিত?,78
রাইজাইন কী এবং কী কাজ করে?,78
লাইকেনের thallus-এর স্তরগুলো কী কী?,78
লাইকেনের অন্তর্গঠন এটিকে কঠোর পরিবেশে বাঁচতে কীভাবে সাহায্য করে?,78
লাইকেনের অন্তর্গঠন লিখ।,78
লাইকেনের অন্তর্গঠনে কোন কোন স্তর থাকে?,78
লাইকেনের আপার কর্টেক্স ও লোয়ার কর্টেক্সের কাজ কী?,78
লাইকেনের মেডুলা স্তর কী দিয়ে গঠিত এবং এর কাজ কী?,78
Soredia ও isidia কী?,79
আইসিডিয়া (Isidia) কী এবং এটি সোরেডিয়া থেকে কীভাবে আলাদা?,79
লাইকেন ছত্রাক অংশের স্পোর দ্বারা কীভাবে বংশবৃদ্ধি করে?,79
লাইকেনে যৌন জননে পুং ও স্ত্রীজননাঙ্গের নাম কী?,79
লাইকেনের জনন কীভাবে হয়?,79
লাইকেনের জনন পদ্ধতি অন্যান্য জীবের তুলনায় কীভাবে অনন্য?,79
লাইকেনের যৌন জনন কীভাবে ঘটে?,79
সোরেডিয়া (Soredia) কী এবং লাইকেনের জননে এর ভূমিকা কী?,79
প্রকৃতি ও মানবজীবনে লাইকেনের গুরুত্ব আলোচনা কর।,80
লাইকেনের গুরুত্ব কী?,80
Litmus paper কোন লাইকেন থেকে তৈরি হয়?,81
Reindeer moss কোন প্রাণীর খাদ্য?,81
Usnic acid কী কাজে লাগে?,81
লাইকেন থেকে কোন কোন রং ও ওষুধ তৈরি হয়?,81
লাইকেন প্রাইমারি সাকসেশনে কী ভূমিকা রাখে?,81
লাইকেন মাটি গঠনে কীভাবে সাহায্য করে?,81
লাইকেন হরিণ ও অন্যান্য প্রাণীর খাদ্য হিসেবে কী ভূমিকা রাখে?,81
লাইকেনের উপকারী দিক লিখ।,81
শিল্পক্ষেত্রে লাইকেনের ব্যবহার কী কী?,81
Letharia vulpina কী কাজে ব্যবহৃত হয়?,82
কিছু লাইকেন কীভাবে মানুষের ক্ষতি করে?,82
লাইকেন অ্যাসিড উৎপাদনের মাধ্যমে কীভাবে ক্ষতি করে?,82
লাইকেন কীভাবে সৌধ বা দেয়ালের ক্ষতি করে?,82
লাইকেন কোন কোন ক্ষেত্রে ক্ষতিকর?,82
লাইকেন গাছের বাকলে জন্মালে গাছের কী ক্ষতি হতে পারে?,82
লাইকেন পাথর ও ইমারত ক্ষয় করে কীভাবে?,82
লাইকেনের অপকারী দিক লিখ।,82
SO₂ দূষণ ও লাইকেনের মৃত্যুর মধ্যে সম্পর্ক কী?,83
লাইকেন কীভাবে পাথর থেকে মাটি তৈরি করে?,83
লাইকেন কীভাবে মাটির উর্বরতা বাড়ায়?,83
লাইকেন নাইট্রোজেন সংবন্ধনে কী ভূমিকা রাখে?,83
লাইকেন বায়ু দূষণের সূচক হিসেবে কীভাবে ব্যবহৃত হয়?,83
লাইকেনকে বায়ুদূষণের indicator বলা হয় কেন?,83
লাইকেনের পরিবেশীয় গুরুত্ব সংক্ষেপে আলোচনা করো।,83
শিল্পাঞ্চলে লাইকেন কম দেখা যায় কেন?,83
Ulothrix ও Agaricus-এর জনন পদ্ধতির তুলনা করো।,84
Ulothrix কেন heterothallic বলা হয়?,84
ছত্রাকঘটিত রোগ প্রতিরোধে সাধারণ নিয়মাবলি কী কী?,84
লাইকেন কেন শৈবাল ও ছত্রাকের 'মিলিত রূপ' — এই ধারণাটি ব্যাখ্যা করো।,84
শৈবাল ও ছত্রাক উভয়ই 'লোয়ার ক্রিপ্টোগ্যামস' — এই শ্রেণিবিন্যাসের ভিত্তি কী?,84
শৈবাল ও ছত্রাকের মধ্যে মূল সাদৃশ্য ও বৈসাদৃশ্য সংক্ষেপে আলোচনা করো।,84
"শৈবাল, ছত্রাক ও লাইকেন অধ্যায়ের সারসংক্ষেপ লিখ।",84
সিনোবিয়াম কাকে বলে?,84
Angiosperm শব্দের আক্ষরিক অর্থ কী?,85
Gymnosperm শব্দের আক্ষরিক অর্থ কী?,85
Spermatophyta কোন দুই উপগোষ্ঠীতে বিভক্ত?,85
আবৃতবীজী উদ্ভিদে বীজ ফলের ভেতরে থাকে — এর কারণ ব্যাখ্যা করো।,85
নগ্নবীজী উদ্ভিদে বীজ বাইরে থেকে দেখা যায় কেন?,85
নগ্নবীজী ও আবৃতবীজী উদ্ভিদ বলতে কী বোঝায়?,85
নগ্নবীজী ও আবৃতবীজী উদ্ভিদের মধ্যে বীজ ও ফলের দিক থেকে মূল পার্থক্য কী?,85
স্পার্মাটোফাইটা গোষ্ঠীকে কোন দুটি উপগোষ্ঠীতে ভাগ করা হয়?,85
Gymnosperm শব্দটি সর্বপ্রথম কে ব্যবহার করেন?,86
জিমনোস্পার্ম (Gymnosperms) শব্দের অর্থ কী এবং এই নামকরণের কারণ কী?,86
ডেভোনিয়ান ও মেসোজোয়িক যুগে নগ্নবীজী উদ্ভিদের কী ভূমিকা ছিল?,86
নগ্নবীজী উদ্ভিদ কাকে বলে?,86
নগ্নবীজী ও আবৃতবীজী — উভয়ই স্পার্মাটোফাইটার অন্তর্গত হলেও এদের মধ্যে মূল পার্থক্য কোথায়?,86
বর্তমানকালে নগ্নবীজী উদ্ভিদের সংখ্যা আবৃতবীজীর তুলনায় কম কেন বলা হয়?,86
বর্তমানে নগ্নবীজী উদ্ভিদের সংখ্যা আবৃতবীজীর তুলনায় কম হওয়ার কারণ কী?,86
সবীজ উদ্ভিদ বা স্পার্মাটোফাইটা কাকে বলে?,86
Eucalyptus regnans কোথায় জন্মায়?,87
Sequoia sempervirens নগ্নবীজী না আবৃতবীজী এবং এর উচ্চতা কত?,87
Sequoia sempervirens-এর উচ্চতা কত?,87
Shorea faguetiana কোন ধরনের উদ্ভিদ?,87
Shorea faguetiana কোন মহাদেশের উদ্ভিদ এবং এটি কোন শ্রেণির অন্তর্গত?,87
পৃথিবীর তিনটি সর্বোচ্চ বৃক্ষের মধ্যে নগ্নবীজী ও আবৃতবীজী কতটি করে আছে?,87
"পৃথিবীর দ্বিতীয় ও তৃতীয় সর্বোচ্চ বৃক্ষের নাম, অবস্থান ও উচ্চতা লিখো।",87
পৃথিবীর সর্বোচ্চ বৃক্ষটির নাম কী এবং এটি কোথায় জন্মায়?,87
বর্তমানে পরিচিত সর্বোচ্চ বৃক্ষ কোনটি?,87
বিশ্বের সর্বোচ্চ তিনটি বৃক্ষ প্রজাতির নাম লেখ।,87
নগ্নবীজী উদ্ভিদ চিরসবুজ বলতে কী বোঝায় এবং এর সুবিধা কী?,88
নগ্নবীজী উদ্ভিদকে heterosporous বলা হয় কেন?,88
নগ্নবীজী উদ্ভিদে এন্ডোস্পার্ম কখন তৈরি হয়?,88
নগ্নবীজী উদ্ভিদে গর্ভাশয় নেই — এর পরিণতি কী?,88
নগ্নবীজী উদ্ভিদে দ্বিনিষেক ঘটে কি?,88
নগ্নবীজী উদ্ভিদে পরাগায়ন কীভাবে ঘটে?,88
নগ্নবীজী উদ্ভিদে ফল সৃষ্টি হয় না কেন?,88
নগ্নবীজী উদ্ভিদে বীজকে নগ্ন বলা হয় কেন?,88
নগ্নবীজী উদ্ভিদের বৈশিষ্ট্য লিখ।,88
স্ট্রোবিলাস বা কোন (cone) বলতে কী বোঝায়?,88
Cycas কী?,89
Genus Cycas সম্পর্কে সংক্ষেপে লিখ।,89
Cycas উদ্ভিদের শনাক্তকারী বৈশিষ্ট্যগুলো লিখো।,90
Cycas-এ কোরালয়েড মূল কী এবং এর বিশেষত্ব কী?,90
Cycas-এ ট্রান্সফিউশন টিস্যু কোথায় থাকে?,90
Cycas-এ ফল সৃষ্টি না হওয়ার কারণ কী?,90
Cycas-এর কচি পাতার vernation কেমন?,90
Cycas-এর পাতায় ট্রান্সফিউশন টিস্যু থাকার কারণ ও কাজ কী?,90
Cycas-এর শুক্রাণুর বিশেষ বৈশিষ্ট্য কী?,90
Cycas-এর স্ত্রীস্পোরোফিল কোনো স্ট্রোবিলাস গঠন করে না — এটি পুংস্ট্রোবিলাস থেকে কীভাবে আলাদা?,90
Cycadaceae পরিবারের অন্তর্গত হওয়ার শর্ত কী?,91
Cycadales বর্গের প্রধান বৈশিষ্ট্য কী?,91
Cycadophyta বিভাগে Cycas-কে রাখার কারণ কী?,91
Cycas কোন Division ও Class-এর অন্তর্গত?,91
Cycas কোন family-এর অন্তর্গত?,91
Cycas কোন order-এর অন্তর্গত?,91
Cycas-এর সম্পূর্ণ শ্রেণিবিন্যাস Kingdom থেকে Genus পর্যন্ত লিখো।,91
Cycas কেন বহুবর্ষজীবী উদ্ভিদ?,92
Cycas কোথায় জন্মায় এবং কোন জলবায়ুতে ভালো বাড়ে?,92
Cycas পাহাড়ের শুষ্ক স্থানে জন্মায় — এর কারণ কী?,92
Cycas বৃদ্ধির জন্য কেমন আবহাওয়া উপযোগী?,92
Cycas সাধারণত কোথায় জন্মে?,92
Cycas-এর কতটি প্রজাতি আছে এবং এরা কোন অঞ্চলে পাওয়া যায়?,92
Cycas-এর স্বভাব ও আবাসভূমি লিখ।,92
Cycas-কে সমতল ভূমিতে চাষ করলে কেমন ফলাফল পাওয়া যায়?,92
Cycas উদ্ভিদ পৃথিবীর কোন কোন দেশে পাওয়া যায়?,93
Cycas জাতীয় উদ্ভিদ প্রায় কত বছর আগে আবির্ভূত হয়েছিল?,93
Cycas-এর ভৌগোলিক বিস্তার লিখ।,93
Cycas-এর ভৌগোলিক বিস্তারের প্যাটার্ন কী?,93
চট্টগ্রামের পাহাড়ি অঞ্চলে কোন Cycas প্রজাতি পাওয়া যায়?,93
বাংলাদেশে Cycas pectinata কোথায় প্রাকৃতিকভাবে জন্মে?,93
বাংলাদেশে Cycas-এর কোন প্রজাতি প্রাকৃতিক পরিবেশে জন্মায় এবং কোথায়?,93
বাংলাদেশে আলঙ্কারিক উদ্ভিদ হিসেবে কোন কোন Cycas প্রজাতি চাষ করা হয়?,93
বাংলাদেশে কোন কোন Cycas প্রজাতি বাগানে লাগানো হয়?,93
Cycas উদ্ভিদের গঠন বৈশিষ্ট্য লিখ।,94
Cycas দেখতে কোন ধরনের গাছের মতো?,94
Cycas-এর স্পোরোফাইট দেহ কোন কোন অংশে বিভক্ত?,94
Cycas-এর অস্থানিক মূলের বৈশিষ্ট্য বর্ণনা করো।,95
Cycas-এর কোরালয়েড মূল কী এবং এটি কোথায় পাওয়া যায়?,95
Cycas-এর কোরালয়েড মূলে কোন কোন সায়ানোব্যাকটেরিয়া থাকে?,95
Cycas-এর প্রধান মূল স্বল্পস্থায়ী কেন?,95
Cycas-এর মূল বর্ণনা কর।,95
Cycas-এর মূলে কোন ব্যাকটেরিয়া বাস করে এবং এটি কী কাজ করে?,95
কোরালয়েড মূল কাকে বলে?,95
নাইট্রোজেন সংবন্ধনে Cycas-এর কোরালয়েড মূলের ভূমিকা কী?,95
Cycas-এর কাণ্ড অমসৃণ দেখায় কেন?,96
Cycas-এর কাণ্ড কত ফুট পর্যন্ত উঁচু হতে পারে?,96
Cycas-এর কাণ্ড সাধারণত অশাখ হলেও কখন শাখা হতে পারে?,96
Cycas-এর কাণ্ড সাধারণত অশাখান্বিত কেন বলা হয়?,96
Cycas-এর কাণ্ডের গাত্র অমসৃণ হয় কেন?,96
Cycas-এর কাণ্ডের বৈশিষ্ট্য বর্ণনা করো।,96
Cycas-এর কাণ্ডের শীর্ষে কী থাকে?,96
Cycas-এ পাতা দ্বিরূপ কেন বলা হয়?,97
Cycas-এর কচি পাতার বিন্যাস কেমন?,97
Cycas-এর পত্রকে কয়টি মধ্যশিরা থাকে?,97
Cycas-এর পত্রকের বৈশিষ্ট্য ফার্নের পত্রকের সাথে কতটুকু মিলে?,97
Cycas-এর পাতা দ্বিরূপ (dimorphic) বলতে কী বোঝায়?,97
Cycas-এর পাতার বিস্তারিত বৈশিষ্ট্য বর্ণনা করো।,97
Cycas-এর পাতার বৈশিষ্ট্য লিখ।,97
Cycas-এর পাতার র‍্যাকিস কী এবং এর বৈশিষ্ট্য কী?,97
Cycas-এর প্রতিটি পত্রকে কতটি মধ্যশিরা থাকে?,97
Cycas-এর র‍্যাকিস কেমন?,97
Cycas-এর পত্রকে ট্রান্সফিউশন টিস্যুর অবস্থান কোথায়?,98
ট্রান্সফিউশন টিস্যু কী এবং এটি কোথায় পাওয়া যায়?,98
ট্রান্সফিউশন টিস্যু কী?,98
ট্রান্সফিউশন টিস্যু কোষের বৈশিষ্ট্য কী — এগুলো রঙিন না বর্ণহীন?,98
ট্রান্সফিউশন টিস্যু প্যালিসেড ও স্পঞ্জি প্যারেনকাইমার মাঝে থাকার সুবিধা কী?,98
ট্রান্সফিউশন টিস্যুর প্রধান কাজ কী?,98
Cycas-কে কেন living fossil বলা হয়?,99
Cycas-কে জীবন্ত জীবাশ্ম বলা হয় কেন?,99
আরো কোন কোন উদ্ভিদকে জীবন্ত জীবাশ্ম বলা হয়?,99
জীবন্ত জীবাশ্ম (Living fossil) বলতে কী বোঝায়?,99
জীবন্ত জীবাশ্ম অধ্যয়নের বৈজ্ঞানিক গুরুত্ব কী?,99
জীবন্ত জীবাশ্ম কাকে বলে?,99
জীবাশ্ম উদ্ভিদ ও জীবন্ত জীবাশ্মের মধ্যে পার্থক্য কী?,99
Cycadales বর্গের বহু উদ্ভিদকে জীবাশ্ম হিসেবে পাওয়া যায় কেন?,100
Cycas বিলুপ্ত না হয়ে টিকে থাকার কারণ কী?,100
Cycas-এর কোন কোন বৈশিষ্ট্য আদিকালের জীবাশ্ম সাইকাড্স-এর অনুরূপ?,100
Cycas-কে জীবন্ত জীবাশ্ম বলা হলেও এটি কীভাবে পরিবেশের সাথে খাপ খাইয়ে এখনো টিকে আছে?,100
Cycas-কে জীবন্ত জীবাশ্ম বলার কারণ লিখ।,100
Cycas-কে জীবন্ত জীবাশ্ম বলার সুনির্দিষ্ট কারণগুলো কী?,100
বর্তমানে টিকে থাকা সাইকাডসকে living fossil বলার ভিত্তি কী?,100
মেসোজোয়িক যুগে Cycadales বর্গের বিস্তৃতি কেমন ছিল?,100
Cycas ও ফার্ন উভয়ের শুক্রাণু বহু ফ্ল্যাজেলাযুক্ত — এর তাৎপর্য কী?,101
Cycas ও ফার্নের কচি পাতার সাদৃশ্য কী?,101
Cycas ও ফার্নের মধ্যে কোন কোন সাদৃশ্য আছে?,101
Cycas ও ফার্নের মধ্যে মিল থাকলেও কোন বৈশিষ্ট্যে এরা মৌলিকভাবে আলাদা?,101
Cycas ও ফার্নের শুক্রাণুর সাদৃশ্য কী?,101
হেটেরোমর্ফিক জনুঃক্রম (heteromorphic alternation of generation) বলতে কী বোঝায়?,101
Cycas-এ বংশবৃদ্ধির প্রধান ধরনগুলো কী?,102
Cycas-এর জনন কত প্রকার ও কী কী?,102
Cycas উদ্ভিদ কীভাবে অযৌন জনন ঘটায়?,103
Cycas চাষে অঙ্গজ জনন কীভাবে কাজে লাগানো হয়?,103
Cycas-এ অঙ্গজ জনন কীভাবে ঘটে?,103
Cycas-এর অঙ্গজ জনন ও অযৌন জননের পদ্ধতিগুলো কী কী?,103
Cycas-এর অযৌন জনন কীভাবে হয়?,103
Cycas-এর কাণ্ডে মুকুল সৃষ্টির মাধ্যমে কীভাবে নতুন উদ্ভিদ তৈরি হয়?,103
নার্সারিতে Cycas বংশবৃদ্ধির সহজ পদ্ধতি কোনটি?,103
মার্চ-এপ্রিল মাসে Cycas-এর গোড়া থেকে চারা সৃষ্টি হয় — এই প্রক্রিয়াটি বর্ণনা করো।,103
Cycas উদ্ভিদ ভিন্নবাসী কেন বলা হয়?,104
Cycas ভিন্নবাসী উদ্ভিদ — এর অর্থ কী?,104
Cycas-এর পুংস্ট্রোবিলাস কীভাবে গঠিত হয়?,104
Cycas-এর মেগাস্পোরোফিল কি সত্যিকারের স্ট্রোবিলাস গঠন করে?,104
Cycas-এর যৌন জনন বর্ণনা কর।,104
Cycas-এর স্ত্রী উদ্ভিদে মেগাস্পোরোফিল কীভাবে বিন্যস্ত থাকে?,104
অ্যাপোফাইসিস কী এবং এটি Cycas-এর কোথায় থাকে?,104
মাইক্রোস্পোরোফিল (Microsporophyll) ও মেগাস্পোরোফিল (Megasporophyll) বলতে কী বোঝায়?,104
সোরাস কাকে বলে?,104
Cycas-এ জাইগোট থেকে বীজ তৈরির প্রক্রিয়া বর্ণনা করো।,105
Cycas-এ নিষেক কীভাবে ঘটে?,105
Cycas-এ নিষেক প্রক্রিয়া বর্ণনা করো।,105
Cycas-এ নিষেকের পর ডিম্বক কীসে পরিণত হয়?,105
Cycas-এ পরাগরেণু কোথায় পতিত হয়?,105
Cycas-এর শুক্রাণু উদ্ভিদকূলের মধ্যে সর্ববৃহৎ — এটি কীভাবে সম্ভব?,105
Cycas-এর শুক্রাণুর আকৃতি কেমন?,105
নিষেকের পর ডিম্বকের কী হয়?,105
পোলেন টিউব কী এবং নিষেকে এর ভূমিকা কী?,105
Cycas-এর megasporophyll-এ ডিম্বক কোথায় থাকে?,106
Cycas-এর microsporophyll-এ সোরাস থাকে কি?,106
Cycas-এর পুংস্পোরোফিল ও মেগাস্পোরোফিলের আকার ও গঠন তুলনা করো।,106
Cycas-এর পুংস্পোরোফিল ও স্ত্রীস্পোরোফিলের মধ্যে পার্থক্য কী?,106
Cycas-এর স্ত্রীস্পোরোফিলে ডিম্বক কোথায় অবস্থিত?,106
অ্যাপোফাইসিস ও পিনিউল কী?,106
পুংস্পোরোফিল স্ট্রোবিলাস গঠন করে কিন্তু স্ত্রীস্পোরোফিল করে না — কেন?,106
পুংস্পোরোফিলের পৃষ্ঠে সোরাস থাকে — এর কাজ কী?,106
Cycas circinalis ও Cycas revoluta-এর বীজ কীভাবে ব্যবহৃত হয়?,107
Cycas circinalis থেকে কী প্রস্তুত করা হয়?,107
Cycas pectinata-এর কচিপাতা কীভাবে ব্যবহৃত হয়?,107
Cycas উদ্ভিদের অর্থনৈতিক গুরুত্ব বর্ণনা করো।,107
Cycas থেকে কীভাবে এরারুট তৈরি হয়?,107
Cycas-এর অর্থনৈতিক গুরুত্ব লিখ।,107
Cycas-এর ওষধি গুণ বা চিকিৎসায় ব্যবহার কী?,107
Cycas-এর পাতা কী কী কাজে ব্যবহৃত হয়?,107
শোভাবর্ধনকারী উদ্ভিদ হিসেবে Cycas-এর বৈশিষ্ট্য কী?,107
Angiosperm শব্দের উৎপত্তি ব্যাখ্যা কর।,108
অ্যানজিওস্পার্ম (Angiosperm) শব্দের অর্থ কী?,108
আবৃতবীজী উদ্ভিদ কাকে বলে?,108
"আবৃতবীজী উদ্ভিদ ফলদ, সবজি ও তেল উৎপাদনকারী — প্রতিটি বিভাগ থেকে উদাহরণ দাও।",108
আবৃতবীজী উদ্ভিদ বলতে কী বোঝায় এবং এই নামের কারণ কী?,108
আবৃতবীজী উদ্ভিদে বীজ ফলের ভেতরে থাকার সুবিধা কী?,108
আবৃতবীজী উদ্ভিদের কয়েকটি দৈনন্দিন জীবনের উদাহরণ দাও।,108
আবৃতবীজী উদ্ভিদের বীজ বাইরে থেকে দেখা যায় না কেন?,108
ফলধারী উদ্ভিদকে কেন আবৃতবীজী বলা হয়?,108
আবৃতবীজী উদ্ভিদে carpel কোন কোন অংশে বিভক্ত?,109
আবৃতবীজী উদ্ভিদে আর্কিগোনিয়া সৃষ্টি হয় কি?,109
আবৃতবীজী উদ্ভিদে গর্ভমুণ্ডে পরাগ পতনের পর কী ঘটে?,109
আবৃতবীজী উদ্ভিদে দ্বিনিষেক (double fertilization) কীভাবে ঘটে?,109
আবৃতবীজী উদ্ভিদে দ্বিনিষেকের ফল কী?,109
আবৃতবীজী উদ্ভিদের endosperm ট্রিপ্লয়েড কেন?,109
আবৃতবীজী উদ্ভিদের প্রধান বৈশিষ্ট্যগুলো লিখো।,109
আবৃতবীজী উদ্ভিদের বৈশিষ্ট্য লিখ।,109
আবৃতবীজী উদ্ভিদের ভাস্কুলার টিস্যু কী কী এবং এর গুরুত্ব কী?,109
আবৃতবীজী উদ্ভিদের শুক্রাণু ফ্ল্যাজেলাবিহীন — এটি নগ্নবীজী থেকে কীভাবে আলাদা?,109
আবৃতবীজী উদ্ভিদ কেন পৃথিবীর সর্বাধিক বিস্তৃত উদ্ভিদ গোষ্ঠী?,110
আবৃতবীজী উদ্ভিদ কোন কোন পরিবেশে জন্মাতে পারে?,110
আবৃতবীজী উদ্ভিদ তুন্দ্রা থেকে মরুভূমি পর্যন্ত টিকে থাকতে পারে — কারণ কী?,110
আবৃতবীজী উদ্ভিদের সংখ্যা ও বিস্তৃতি লিখ।,110
পৃথিবীতে আবৃতবীজী উদ্ভিদের আনুমানিক শনাক্তকৃত প্রজাতির সংখ্যা কত?,110
বাংলাদেশে আবৃতবীজী উদ্ভিদের আনুমানিক প্রজাতি সংখ্যা কত?,110
বাংলাদেশে নথিভুক্ত আবৃতবীজী উদ্ভিদ প্রজাতির সংখ্যা কত?,110
আবৃতবীজী উদ্ভিদে আর্কিগোনিয়া নেই — এর তাৎপর্য কী?,111
আর্কিগোনিয়ার উপস্থিতির দিক থেকে দুই গোষ্ঠীর পার্থক্য কী?,111
দ্বিনিষেকের দিক থেকে নগ্নবীজী ও আবৃতবীজীর পার্থক্য কী?,111
নগ্নবীজী ও আবৃতবীজী উদ্ভিদের পরাগায়ন পদ্ধতিতে পার্থক্য কী?,111
নগ্নবীজী ও আবৃতবীজী উদ্ভিদের মধ্যে পার্থক্য লিখ।,111
নগ্নবীজী ও আবৃতবীজী উদ্ভিদের মধ্যে ৬টি গুরুত্বপূর্ণ পার্থক্য লিখো।,111
নগ্নবীজী ও আবৃতবীজীতে বীজের অবস্থানের পার্থক্য কী?,111
ফ্লোয়েম টিস্যুর দিক থেকে নগ্নবীজী ও আবৃতবীজীর পার্থক্য কী?,111
আধুনিক ওষুধ প্রস্তুতে আবৃতবীজী উদ্ভিদের ভূমিকা কী?,112
আন্তর্জাতিক বাণিজ্যে গুরুত্বপূর্ণ আবৃতবীজী উদ্ভিদ প্রজাতির সংখ্যা কত?,112
আন্তর্জাতিক বাণিজ্যে গুরুত্বপূর্ণ আবৃতবীজী উদ্ভিদের ব্যবহার কী কী?,112
আবৃতবীজী উদ্ভিদ মানুষের জীবনে কী ভূমিকা রাখে?,112
আবৃতবীজী উদ্ভিদের অর্থনৈতিক গুরুত্ব লিখ।,112
আবৃতবীজী উদ্ভিদের পরিবেশীয় গুরুত্ব কী?,112
"খাদ্য, কাঠ, বস্ত্র ও ওষুধ — প্রতিটি ক্ষেত্রে আবৃতবীজী উদ্ভিদের ভূমিকা আলোচনা করো।",112
বিশ্বব্যাপী মানুষের প্রধান খাদ্যের জোগান দেয় এমন ১৫টি প্রজাতির উদাহরণ দাও।,112
বিশ্বে মানুষের প্রধান খাদ্যের জোগান দেয় এমন ১৫টি প্রজাতির মধ্যে কয়েকটির নাম লিখো।,112
আবৃতবীজী উদ্ভিদ প্রধানত কয়টি শ্রেণিতে বিভক্ত?,113
আবৃতবীজী উদ্ভিদকে কয়টি প্রধান শ্রেণিতে ভাগ করা হয় এবং এগুলোর নাম কী?,113
আবৃতবীজী উদ্ভিদের গোত্র পরিচিতি কীভাবে করা হয়?,113
ক্রনকুইস্ট (১৯৮১) মতে আবৃতবীজী উদ্ভিদের মোট গোত্র সংখ্যা কত?,113
গোত্র পরিচিতির প্রয়োজনীয়তা কী?,113
ড. আর্থার ক্রনকুইস্ট আবৃতবীজী উদ্ভিদকে কতটি গোত্রে ভাগ করেছেন?,113
দ্বিবীজপত্রী উদ্ভিদ গোত্র ও একবীজপত্রী উদ্ভিদ গোত্রের সংখ্যা কত?,113
ম্যাগনোলিয়া শ্রেণি ও লিলি শ্রেণির মধ্যে পার্থক্য কী?,113
