node_id,chapter_id,source_file,level,heading,heading_path,content
101,GymAng,GymAng.json,3,Cycas উদ্ভিদের সাথে ফার্নের সাদৃশ্য,নগ্নবীজী এবং আবৃতবীজী উদ্ভিদ → Genus : Cycas (সাইকাস) → Cycas উদ্ভিদের সাথে ফার্নের সাদৃশ্য,"১। Cycas ও ফার্ন উভয়ই স্পোরোফাইট। দেহ মূল, কাণ্ড ও পাতায় বিভক্ত।
২। পাতা পক্ষল যৌগিক।
৩। উভয়ের কচিপাতা কুণ্ডলিত অবস্থায় থাকে।
৪। উভয় উদ্ভিদের শুক্রাণু বহু ফ্ল্যাজেলাযুক্ত।
৫। উভয়ের জীবনচক্রে অসম-আকৃতির জনুঃক্রম (heteromorphic alternation of generation) বিদ্যমান।"
102,GymAng,GymAng.json,3,Cycas-এর জনন প্রক্রিয়া (Reproduction),নগ্নবীজী এবং আবৃতবীজী উদ্ভিদ → Genus : Cycas (সাইকাস) → Cycas-এর জনন প্রক্রিয়া (Reproduction),Cycas উদ্ভিদের বংশবৃদ্ধি প্রধানত দু'প্রকারে ঘটে থাকে; যথা— ১। অযৌন জনন এবং ২। যৌন জনন।
103,GymAng,GymAng.json,4,অযৌন জনন,নগ্নবীজী এবং আবৃতবীজী উদ্ভিদ → Genus : Cycas (সাইকাস) → Cycas-এর জনন প্রক্রিয়া (Reproduction) → অযৌন জনন,শুক্রাণু ও ডিম্বাণুর মিলন ছাড়া অন্য সব ধরনের বংশবৃদ্ধি প্রক্রিয়া হলো অযৌন জনন প্রক্রিয়া। Cycas উদ্ভিদের কাণ্ডে এক প্রকার মুকুল সৃষ্টি হয়। এ মুকুল অন্যত্র রোপণ করলে তা পূর্ণাঙ্গ নতুন Cycas উদ্ভিদ-এ পরিণত হয়। মার্চ-এপ্রিল মাসে কোনো কোনো সাইকাস প্রজাতির গোড়া থেকে চারা সৃষ্টি হয়। চারা তুলে লাগালেই নতুন সাইকাস উদ্ভিদ হিসেবে প্রতিষ্ঠা লাভ করে। দেহে সৃষ্ট অঙ্গের মাধ্যমে নতুন গাছের সৃষ্টি হয় বলে এ প্রক্রিয়াকে অঙ্গজ জনন প্রক্রিয়া বলা হয়। নার্সারির জন্য মুকুল থেকে চারা করাই সহজ ও উত্তম পদ্ধতি।
104,GymAng,GymAng.json,4,যৌন জনন,নগ্নবীজী এবং আবৃতবীজী উদ্ভিদ → Genus : Cycas (সাইকাস) → Cycas-এর জনন প্রক্রিয়া (Reproduction) → যৌন জনন,"Cycas-এ পুং উদ্ভিদ এবং স্ত্রী উদ্ভিদ পৃথক অর্থাৎ ভিন্নবাসী। পুং Cycas উদ্ভিদের শীর্ষে অসংখ্য পুংরেণুপত্র (microsporophyll) সৃষ্টি হয় যা একত্রিত হয়ে একটি মোচাকৃতির পুংস্ট্রোবিলাস তৈরি করে। প্রতিটি মাইক্রোস্পোরোফিল ৩–৫ সে.মি. দৈর্ঘ্য ও ১২–২৩ মি.মি. প্রস্থবিশিষ্ট হয়। পুংরেণুপত্রের সরু বর্ধিত মাথাকে অ্যাপোফাইসিস বলে। পুংরেণুপত্রের পৃষ্ঠদেশে বহু স্পোরাঞ্জিয়া (একবচনে স্পোরাঞ্জিয়াম) তৈরি হয়। ২–৫টি স্পোরাঞ্জিয়া একত্রে অবস্থান করে, যাকে সোরাস (বহুবচনে সোরাই) বলে। স্পোরাঞ্জিয়ামের ভেতরে স্পোর মাতৃকোষ সৃষ্টি হয়। প্রতিটি স্পোর মাতৃকোষ মায়োসিস প্রক্রিয়ায় বিভাজিত হয়ে হ্যাপ্লয়েড পুংরেণু (microspore) তৈরি করে। পুংরেণু হতে পরে শুক্রাণু তৈরি হয়।

অপরদিকে স্ত্রী Cycas উদ্ভিদের মাথায় স্ত্রীরেণুপত্র (megasporophyll) তৈরি হয়। প্রতিটি মেগাস্পোরোফিল ১৫–২০ সে.মি. লম্বা। স্ত্রীরেণুপত্র ঢিলাভাবে সজ্জিত থাকে, কোনো কমপ্যাক্ট স্ট্রোবিলাস গঠন করে না। স্ত্রীরেণুপত্রের কিনারে ডিম্বক (ovule) সৃষ্টি হয়। ডিম্বকগুলোর সংখ্যা ২–৪ জোড়া এবং লাল বর্ণের ডিম্বক থাকে। ওপরের অংশে পিনিউল (ক্ষুদ্রাকৃতির পিনা বা পত্রক) থাকে। দু কিনারে ডিম্বকসহ প্রতিটি স্ত্রীরেণুপত্রকে ফণা তোলা সাপের মাথার মতো দেখায় (যা অনেক সময় বাজারে সর্পমণি নামে বিক্রি করতে দেখা যায়)।

ডিম্বকের ভেতরে স্ত্রীরেণু মাতৃকোষ সৃষ্টি হয়। স্ত্রীরেণু মাতৃকোষ মায়োসিস বিভাজনের মাধ্যমে হ্যাপ্লয়েড স্ত্রীরেণু (megaspore) তৈরি করে। স্ত্রীরেণু থেকে আর্কিগোনিয়াম সৃষ্টি হয়। আর্কিগোনিয়ামের ভেতরে সৃষ্টি হয় ডিম্বাণু। আর্কিগোনিয়াম সৃষ্টি Cycas-এর একটি আদি বৈশিষ্ট্য।"
105,GymAng,GymAng.json,4,নিষেক,নগ্নবীজী এবং আবৃতবীজী উদ্ভিদ → Genus : Cycas (সাইকাস) → Cycas-এর জনন প্রক্রিয়া (Reproduction) → নিষেক,"পুংরেণু বায়ুবাহিত হয়ে স্ত্রী উদ্ভিদে ডিম্বকের অগ্রভাগের প্রকোষ্ঠে পতিত হয় এবং পোলেন টিউব সৃষ্টি করে। পোলেন টিউবের ভেতরে শুক্রাণু তৈরি হয়। Cycas-এর শুক্রাণু লাটিমের মতো, বহু ফ্ল্যাজেলাবিশিষ্ট এবং উদ্ভিদকূলের মধ্যে সর্ববৃহৎ। পোলেন টিউব হতে এ শুক্রাণু (n) আর্কিগোনিয়ামস্থ ডিম্বাণুর (n) সাথে মিলিত হয়ে জাইগোট (2n) তৈরি করে। পরবর্তীতে ডিম্বকটি একটি বীজে পরিণত হয়। বীজ অঙ্কুরিত হয়ে নতুন Cycas উদ্ভিদের সৃষ্টি হয়।"
106,GymAng,GymAng.json,4,Cycas-এর পুংস্পোরোফিল এবং স্ত্রীস্পোরোফিলের পার্থক্য,নগ্নবীজী এবং আবৃতবীজী উদ্ভিদ → Genus : Cycas (সাইকাস) → Cycas-এর জনন প্রক্রিয়া (Reproduction) → Cycas-এর পুংস্পোরোফিল এবং স্ত্রীস্পোরোফিলের পার্থক্য,"পার্থক্যের বিষয় | পুংস্পোরোফিল (Microsporophyll) | স্ত্রীস্পোরোফিল (Megasporophyll)
--- | --- | ---
১ | মোচাকৃতির পুংস্ট্রোবিলাসে ঘনিষ্ঠভাবে লাগানো অবস্থায় থাকে। | কোনো স্ট্রোবিলাস গঠন করে না, বরং ফাঁকা ফাঁকাভাবে গুচ্ছাকারে থাকে।
২ | পৃষ্ঠে সোরাস অবস্থিত। | কোনো সোরাস থাকে না।
৩ | কোনো ডিম্বক থাকে না। | নিচের বোঁটার ন্যায় অংশের দুদিকে ডিম্বক থাকে।
৪ | মাথা সরু ও বর্ধিত। এ অংশকে অ্যাপোফাইসিস বলে। | মাথা অনেকটা যৌগপত্র সদৃশ, পাশের ক্ষুদ্রাকায় পত্রককে পিনিউল বলে।
৫ | পুংরেণু উৎপন্ন করে। | স্ত্রীরেণু উৎপন্ন করে।
৬ | এখানে কোনো আর্কিগোনিয়াম সৃষ্টি হয় না। | স্ত্রীরেণু থেকে আর্কিগোনিয়াম সৃষ্টি হয়।"
107,GymAng,GymAng.json,3,Cycas এর অর্থনৈতিক গুরুত্ব,নগ্নবীজী এবং আবৃতবীজী উদ্ভিদ → Genus : Cycas (সাইকাস) → Cycas এর অর্থনৈতিক গুরুত্ব,"Cycas কে শোভাবর্ধনকারী উদ্ভিদ হিসেবে প্রায় সব বাগানেই লাগানো হয়। এর পাতা ঘর সাজানোর কাজে এবং বিভিন্ন অনুষ্ঠানে গেট সাজানোর কাজে ব্যবহার করা হয়। Cycas এর পাতা দিয়ে সুন্দর মাদুর তৈরি করা হয়। ফুলের ডালি ও তোরণ সাজাতেও Cycas-এর কচি পাতা ব্যবহৃত হয়ে থাকে। Cycas circinalis এর স্ফীতকন্দ ও বীজ হতে একপ্রকার এরারুট (বার্লি) প্রস্তুত করা হয়। Cycas revoluta এর বীজ খাদ্য হিসেবে ব্যবহৃত হয়। Cycas pectinata উদ্ভিদের কচিপাতা সবজি হিসেবে ব্যবহৃত হয়। কোনো কোনো প্রজাতির বীজ হতে সাগু ও কাণ্ডের মজ্জা হতে মদ তৈরি করা হয়। Cycas circinalis প্রজাতির কচি পাতা পাকস্থলীর পীড়া ও চর্মরোগের ওষুধ হিসেবে ব্যবহৃত হয়। Cycas-এর স্ত্রীরেণুপত্র দেখতে অনেকটা ফণা তোলা সাপের মাথার মতো। শহর-বন্দরের রাস্তার ধারে 'সর্পমণি' নাম করে এগুলো বিক্রি করা হয়— সর্ব রোগের ওষুধ এবং সর্প রোগের ওষুধ হিসেবে। আসলে এর কোনো উল্লেখযোগ্য ওষুধি গুণ নেই।

---"
108,GymAng,GymAng.json,2,আবৃতবীজী উদ্ভিদ বা অ্যানজিওস্পার্ম (Angiosperms),নগ্নবীজী এবং আবৃতবীজী উদ্ভিদ → আবৃতবীজী উদ্ভিদ বা অ্যানজিওস্পার্ম (Angiosperms),"আম, জাম, লিচু, কলা, কাঁঠাল, পেয়ারা, বরই ইত্যাদি উদ্ভিদ আমাদের অতি পরিচিত। এগুলোকে আমরা ফলদ উদ্ভিদ হিসেবে চিনি। শিম, বরবটি, মটরশুঁটি— এগুলোও আমাদের বেশ পরিচিত। এদেরকে সবজি উদ্ভিদ হিসেবে জানি। চিনাবাদাম, সরিষা, তিল— এসব উদ্ভিদকে তেল উৎপাদনকারী উদ্ভিদ হিসেবে চিনি। যে উদ্ভিদগুলোর নাম এখানে উল্লেখ করা হলো এর সবগুলোই হলো আবৃতবীজী উদ্ভিদ, কারণ এসব উদ্ভিদের বীজ বাইরে থেকে দেখা যায় না, বীজগুলো থাকে ফলের ভেতরে, অর্থাৎ ফলাবরণ দিয়ে আবৃত থাকে। যেসব উদ্ভিদের ফল হয় এবং বীজ ফলের অভ্যন্তরে থাকে সে সব উদ্ভিদই আবৃতবীজী উদ্ভিদ।

প্রকৃতপক্ষে Angiosperm-এর বাংলা প্রতিশব্দ করা হয়েছে আবৃতবীজী উদ্ভিদ। দু'টি গ্রিক শব্দ হতে Angiosperm শব্দের উৎপত্তি। গ্রিক Angeion অর্থ হলো vessel বা container অর্থাৎ পাত্র এবং spermos অর্থ হলো seed অর্থাৎ বীজ। কাজেই যে উদ্ভিদের বীজ কোনো পাত্রের মধ্যে (এখানে ফলের মধ্যে) আবৃত থাকে সে উদ্ভিদই হলো Angiosperm বা আবৃতবীজী উদ্ভিদ। এখানে পাত্র হলো ফল বা ফলাবরণ, আর ফল সৃষ্টি হয় ফুলের গর্ভাশয় থেকে, তাই আবৃতবীজী উদ্ভিদের অপর নাম হলো Flowering plants বা পুষ্পক উদ্ভিদ।

আজ থেকে প্রায় ১৩ কোটি বছর আগে আবৃতবীজী উদ্ভিদের উৎপত্তি হয়েছিল বলে মনে করা হয়। অনেকের মতে গ্রীষ্মপ্রধান অঞ্চল, বিশেষ করে দক্ষিণ-পূর্ব এশিয়া ছিল আবৃতবীজী উদ্ভিদের উৎপত্তিস্থল এবং ৪–৫ কোটি বছরের মধ্যে ক্রমান্বয়ে সবদিকে ছড়িয়ে পড়ে। কোনো আবৃতবীজী উদ্ভিদের জীবাশ্ম এখন পর্যন্ত পাওয়া যায়নি।

পৃথিবীর সবচেয়ে ক্ষুদ্রাকার আবৃতবীজী উদ্ভিদ হলো Wolffia microscopia (০.১ মিমি)। বাংলাদেশে Wolffia-এর দুটি প্রজাতি পাওয়া যায়। বাংলাদেশের ক্ষুদ্রতম আবৃতবীজী উদ্ভিদটি হলো Wolffia arrhiza। বাংলাদেশে উঁচু বৃক্ষের মধ্যে Swintonea floribunda (বৈলাম), Dipterocarpus turbinatus (গর্জন), Hopea odorata (তেলশুর) প্রধান। বাড়তে দিলে বেত অনেক লম্বা হতে পারে।"
109,GymAng,GymAng.json,3,আবৃতবীজী উদ্ভিদের বৈশিষ্ট্য (Characteristics of Angiosperm),নগ্নবীজী এবং আবৃতবীজী উদ্ভিদ → আবৃতবীজী উদ্ভিদ বা অ্যানজিওস্পার্ম (Angiosperms) → আবৃতবীজী উদ্ভিদের বৈশিষ্ট্য (Characteristics of Angiosperm),"১। উদ্ভিদ স্পোরোফাইট (রেণুধর), পুষ্পক এবং ভাস্কুলার টিস্যু সমৃদ্ধ।
২। গর্ভকেশর (carpel) সাধারণত গর্ভাশয় (ovary), গর্ভদণ্ড (style) এবং গর্ভমুণ্ড (stigma) — এ তিন অংশে বিভক্ত।
৩। গর্ভাশয় আবদ্ধ প্রকোষ্ঠ বিশেষ।
৪। ডিম্বক (ovule) গর্ভাশয়ের অভ্যন্তরে সৃষ্টি হয়, গর্ভধারণের পর ডিম্বক বীজে পরিণত হয় তাই বীজ ফলের ভেতরে থাকে।
৫। শুক্রাণু ফ্ল্যাজেলাবিহীন, পরাগায়নকালে পরাগরেণু গর্ভমুণ্ডে পতিত হয়।
৬। এদের দ্বিনিষেক ঘটে, নিষেকের পর সস্য (endosperm) গঠন আরম্ভ হয়। তাই বীজের সস্য ট্রিপ্লয়েড (3n)।
৭। কোনো প্রকার আর্কিগোনিয়া সৃষ্টি হয় না। আর্কিগোনিয়া সৃষ্টি না হওয়া একটি উন্নত বৈশিষ্ট্য।
৮। জাইলেম টিস্যুতে প্রকৃত ভেসেলকোষ এবং ফ্লোয়েম টিস্যুতে সঙ্গীকোষ থাকে।
৯। বীজে একটি বা দুটি বীজপত্র থাকে।
১০। গ্যামিটোফাইট খুব সংক্ষিপ্ত ও পরনির্ভরশীল।
১১। শুক্রাণু সর্বত্র নিশ্চল এবং আর্কিগোনিয়াম অনুপস্থিত।
১২। সুস্পষ্ট জনুঃক্রম বিদ্যমান।"
110,GymAng,GymAng.json,3,আবৃতবীজী উদ্ভিদের সংখ্যা ও বিস্তৃতি,নগ্নবীজী এবং আবৃতবীজী উদ্ভিদ → আবৃতবীজী উদ্ভিদ বা অ্যানজিওস্পার্ম (Angiosperms) → আবৃতবীজী উদ্ভিদের সংখ্যা ও বিস্তৃতি,"পৃথিবীতে আবৃতবীজী উদ্ভিদ প্রজাতির সংখ্যা সবচেয়ে বেশি, শনাক্তকৃত প্রজাতির সংখ্যা ২,৮৭,০০০ (হেউড, ১৯৬৭)। তুন্দ্রা থেকে মরুময় প্রায় সকল পরিবেশেই এদেরকে জন্মাতে দেখা যায়।

প্রফেসর এম. সালার খানের মতানুযায়ী বাংলাদেশে আবৃতবীজী উদ্ভিদ প্রজাতির অনুমিত সংখ্যা ৫০০০টি। 'এনসাইক্লোপিডিয়া অব ফ্লোরা ও ফনা অব বাংলাদেশ (খণ্ড ৬–১২)' অনুযায়ী নথিভুক্ত প্রজাতির সংখ্যা ৩৬১১টি। এরপর বেশকিছু নতুন প্রজাতি এবং বহু নতুন রেকর্ড প্রকাশিত হয়েছে। বাংলাদেশ ন্যাশনাল হার্বেরিয়াম থেকে জুন ২০১৫ তে প্রকাশিত বুলেটিন-এ Urticaceae গোত্রেরই ১৯টি প্রজাতি বাংলাদেশের জন্য নতুন নথিভুক্ত হয়েছে (নাসির, হাসান ও বুশরা)। তাই বলা যায়, বাংলাদেশ থেকে নথিভুক্ত প্রজাতির সংখ্যা হবে প্রায় চার হাজার বা আরো কিছু বেশি।"
111,GymAng,GymAng.json,3,নগ্নবীজী ও আবৃতবীজী উদ্ভিদের মধ্যে পার্থক্য,নগ্নবীজী এবং আবৃতবীজী উদ্ভিদ → আবৃতবীজী উদ্ভিদ বা অ্যানজিওস্পার্ম (Angiosperms) → নগ্নবীজী ও আবৃতবীজী উদ্ভিদের মধ্যে পার্থক্য,"পার্থক্যের বিষয় | নগ্নবীজী (ব্যক্তবীজী) উদ্ভিদ | আবৃতবীজী (গুপ্তবীজী) উদ্ভিদ
--- | --- | ---
১। গর্ভাশয় ও গর্ভদণ্ড | এদের গর্ভাশয় ও গর্ভদণ্ড নেই। | এদের গর্ভাশয় ও গর্ভদণ্ড আছে।
২। ফল সৃষ্টি | গর্ভাশয় না থাকায় ফল উৎপন্ন হয় না। | গর্ভাশয় ফলে পরিণত হয়।
৩। বীজের অবস্থান | ফল হয় না বলে বীজ নগ্ন অবস্থায় থাকে। | ফল হয় তাই বীজ ফলের ভেতরে থাকে।
৪। আর্কিগোনিয়া | আর্কিগোনিয়া সৃষ্টি হয়। | আর্কিগোনিয়া সৃষ্টি হয় না।
৫। পরাগায়ন | পরাগরেণু সরাসরি ডিম্বক রন্ধ্রে পতিত হয়। | পরাগরেণু গর্ভমুণ্ডে পতিত হয়।
৬। দ্বি-নিষেক | সাধারণত দ্বি-নিষেক ঘটে না। | দ্বি-নিষেক ঘটে।
৭। এন্ডোস্পার্ম (সস্য) | এন্ডোস্পার্ম হ্যাপ্লয়েড। নিষেকের পূর্বে উৎপন্ন হয়। | এন্ডোস্পার্ম ট্রিপ্লয়েড। নিষেকের পরে উৎপন্ন হয়।
৮। ভেসেল ও সঙ্গীকোষ | জাইলেমে সুগঠিত ভেসেল কোষ ও ফ্লোয়েমে সঙ্গীকোষ নেই। | জাইলেমে সুগঠিত ভেসেল কোষ ও ফ্লোয়েমে সঙ্গীকোষ থাকে।
৯। পরাগায়নের মাধ্যম | বায়ু। | বায়ু, পানি ও প্রাণী (কীটপতঙ্গ)।"
112,GymAng,GymAng.json,3,আবৃতবীজী উদ্ভিদের অর্থনৈতিক গুরুত্ব,নগ্নবীজী এবং আবৃতবীজী উদ্ভিদ → আবৃতবীজী উদ্ভিদ বা অ্যানজিওস্পার্ম (Angiosperms) → আবৃতবীজী উদ্ভিদের অর্থনৈতিক গুরুত্ব,"আবৃতবীজী উদ্ভিদের প্রায় ২,৮৭,০০০টি প্রজাতির মধ্যে মাত্র ১,০০০টি প্রজাতির গুরুত্বপূর্ণ অর্থনৈতিক ভূমিকা রয়েছে। এদের মধ্যে ১০০টি প্রজাতির (যেমন— খাদ্য, কাঠ, বস্ত্র ও ওষুধের জন্য) আন্তর্জাতিক বাণিজ্য হয়ে থাকে। আর ১৫টি প্রজাতি বিশ্বব্যাপী মানুষের প্রধান খাদ্যের জোগান দেয়। যেমন— ধান, গম, ভুট্টা, জোয়ার, বার্লি, আলু, মিষ্টি আলু, কাসাভা প্রভৃতি। এছাড়া শতাধিক উদ্ভিদ থেকে অন্তত ১২০ ধরনের গুরুত্বপূর্ণ আধুনিক ওষুধ প্রস্তুত করা হয়।

---"
113,GymAng,GymAng.json,2,আবৃতবীজী উদ্ভিদের গোত্র পরিচিতি,নগ্নবীজী এবং আবৃতবীজী উদ্ভিদ → আবৃতবীজী উদ্ভিদের গোত্র পরিচিতি,"পৃথিবীর সকল আবৃতবীজী উদ্ভিদকে প্রধানত দু'টি শ্রেণিতে ভাগ করা হয়; যথা— ১। ম্যাগনোলিয়া শ্রেণি (Magnoliopsida) বা দ্বিবীজপত্রী উদ্ভিদ এবং ২। লিলি শ্রেণি (Liliopsida) বা একবীজপত্রী উদ্ভিদ। প্রতিটি শ্রেণিকে পুনরায় একাধিক উপশ্রেণি, বর্গ এবং গোত্রে বিভক্ত করা হয়েছে। ড. আর্থার ক্রনকুইস্ট (১৯৮১) সকল আবৃতবীজী উদ্ভিদকে ৩৮০টি গোত্রের অন্তর্ভুক্ত করেছেন। এর মধ্যে দ্বিবীজপত্রী উদ্ভিদ গোত্র ৩১৫টি এবং একবীজপত্রী উদ্ভিদ গোত্র ৬৫টি।

প্রতিটি গোত্রের রয়েছে কতিপয় শনাক্তকারী বৈশিষ্ট্য। এসব বৈশিষ্ট্যের মাধ্যমেই প্রতিটি গোত্রের পরিচিতি লাভ করা যায়। উদ্ভিদের স্বরূপ, মূল, কাণ্ড, পাতা, মঞ্জরী, ফুল, ফল এবং বীজ এর প্রতিটিতে শনাক্তকারী বৈশিষ্ট্য বিদ্যমান আছে।"
114,GymAng,GymAng.json,3,গোত্র পরিচিতির জন্য প্রয়োজনীয় বিশেষ পরিভাষা,নগ্নবীজী এবং আবৃতবীজী উদ্ভিদ → আবৃতবীজী উদ্ভিদের গোত্র পরিচিতি → গোত্র পরিচিতির জন্য প্রয়োজনীয় বিশেষ পরিভাষা,
115,GymAng,GymAng.json,4,স্বভাব বা আবাসভূমি (Habit or Habitat),নগ্নবীজী এবং আবৃতবীজী উদ্ভিদ → আবৃতবীজী উদ্ভিদের গোত্র পরিচিতি → গোত্র পরিচিতির জন্য প্রয়োজনীয় বিশেষ পরিভাষা → স্বভাব বা আবাসভূমি (Habit or Habitat),"• বীরুৎ (Herb) : ছোটো ও নরম কাণ্ডবিশিষ্ট অকাষ্ঠল উদ্ভিদ, যেমন— ধান, গম; শ্বেতদ্রোন ও দূর্বাঘাস। বীরুৎ বর্ষজীবী থেকে বহুবর্ষজীবী।
• উপগুল্ম (Under shrub) : গুল্মের চেয়ে অপেক্ষাকৃত ছোটো আকৃতির উদ্ভিদ, যেমন— কালকাসুন্দা, দাদমর্দন।
• গুল্ম (Shrub) : একক গুঁড়িবিহীন ঝোপজাতীয় মাঝারি ধরনের কাষ্ঠল উদ্ভিদ, যেমন— রঙ্গন, জবা ও গোলাপ। গুল্ম বহুবর্ষজীবী।
• বৃক্ষ (Tree) : একক কাণ্ডবিশিষ্ট বৃহদাকৃতির কাষ্ঠল উদ্ভিদ, যেমন— আম, জাম, কাঁঠাল ইত্যাদি। বৃক্ষ বহুবর্ষজীবী।
• পরাশ্রয়ী (Epiphytes) : যে উদ্ভিদ অন্য উদ্ভিদকে আশ্রয় করে জন্মে কিন্তু খাদ্য শোষণ করে না।
• মৃতজীবী (Saprophytes) : যে উদ্ভিদ মৃত ও পচা জৈব পদার্থ হতে খাদ্য গ্রহণ করে।
• পরজীবী (Parasites) : যে উদ্ভিদ অন্য সবুজ উদ্ভিদ হতে খাদ্য শোষণ করে বেঁচে থাকে।"
116,GymAng,GymAng.json,4,মূল (Root),নগ্নবীজী এবং আবৃতবীজী উদ্ভিদ → আবৃতবীজী উদ্ভিদের গোত্র পরিচিতি → গোত্র পরিচিতির জন্য প্রয়োজনীয় বিশেষ পরিভাষা → মূল (Root),"• প্রধান মূল (Taproot) : ভ্রূণমূল হতে সৃষ্ট প্রাথমিক মূল ক্রমাগত বৃদ্ধি পেয়ে যে মূলতন্ত্র গঠন করে তাই প্রধান মূল। প্রধানমূল দ্বিবীজপত্রী উদ্ভিদের বৈশিষ্ট্য। মূলা, গাজর, বীট ইত্যাদি রূপান্তরিত প্রধান মূল। খাদ্য সঞ্চয় করে বলে এরা সঞ্চয়ী প্রধান মূল।
• অস্থানিক মূল (Adventitious root) : ভ্রূণমূল হতে উদ্ভূত না হয়ে উদ্ভিদের অন্য যেকোনো অঙ্গ হতে সৃষ্ট মূলকে অস্থানিক মূল বলে। কেয়া, বট, অশ্বত্থ ইত্যাদি উদ্ভিদের অস্থানিক মূল থাকে।
• গুচ্ছমূল (Fibrous root) : কাণ্ডের নিম্নাংশ হতে সৃষ্ট একগুচ্ছ সরু মূলকে গুচ্ছমূল বলে। গুচ্ছমূল একবীজপত্রী উদ্ভিদের বৈশিষ্ট্য। যেমন— ধান।
• পরাশ্রয়ী মূল (Epiphytic root) : পরাশ্রয়ী উদ্ভিদের পর্ব হতে উৎপন্ন অস্থানিক মূলকে পরাশ্রয়ী মূল বলে। যেমন— পরাশ্রয়ী অর্কিডের মূল।"
117,GymAng,GymAng.json,4,কাণ্ড (Stem),নগ্নবীজী এবং আবৃতবীজী উদ্ভিদ → আবৃতবীজী উদ্ভিদের গোত্র পরিচিতি → গোত্র পরিচিতির জন্য প্রয়োজনীয় বিশেষ পরিভাষা → কাণ্ড (Stem),"কাণ্ড সাধারণত নিরেট, দণ্ডাকার ও বায়বীয় হয়ে থাকে। এতে পর্ব (যেখান থেকে পাতা গজায়) ও মধ্যপর্ব (দু পর্বের মধ্যবর্তী অংশ) থাকে। কাণ্ড কণ্টকিত হতে পারে, রোমযুক্ত হতে পারে বা মসৃণ হতে পারে।

• ফাঁপা কাণ্ড (Fistular stem) : কাণ্ড কখনো নিরেট না হয়ে মধ্যপর্ব ফাঁপা হয়। ঘাস গোত্রের (Poaceae) উদ্ভিদে এরূপ কাণ্ড দেখা যায়। এছাড়া Cyperaceae গোত্রের উদ্ভিদ কাণ্ড তিনকোণবিশিষ্ট হয়ে থাকে এবং Lamiaceae গোত্রের উদ্ভিদ কাণ্ড চারকোণবিশিষ্ট হয়ে থাকে।
• রাইজোম (Rhizome) : রাইজোম হলো ভূ-নিম্নস্থ রূপান্তরিত কাণ্ড। অর্থাৎ যেসব কাণ্ড মাটির নিচে আনুভূমিকভাবে বর্ধিত হয়। আদা, হলুদ এগুলো ভূ-নিম্নস্থ রূপান্তরিত কাণ্ড (এগুলো মূল নয়)।
• টিউবার (Tuber) : কাণ্ডের ভূ-নিম্নস্থ শাখার মাথার স্ফীত অংশকে টিউবার বলে। আলু (potato) টিউবার কাণ্ডের উদাহরণ। মিষ্টি আলু মূলের স্ফীত অংশ, কাণ্ড নয়।
• বাল্ব (Bulb) : ভূ-নিম্নস্থ অতি সংক্ষিপ্ত রূপান্তরিত কাণ্ড হলো বাল্ব। যেমন— পেঁয়াজ, রসুন জাতীয় উদ্ভিদের কাণ্ড।
• রানার (Runner) : উদ্ভিদের দুর্বল কাণ্ড যা মাটির ওপর পড়ে থাকে এবং পর্বের নিচে অস্থানিক মূল ও ওপরে পাতা বের হয়। যেমন— থানকুনি।"
